station_id,observation_time,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,corrected,maintenance_indicator_on,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,metar_type
KPYX,2015-03-13T08:15:00Z,2.9,-0.7,0,0,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KPSK,2015-03-13T08:15:00Z,7.2,-0.5,100,3,,10.0,30.499016,,,,OVC,11000,,,,,,,SPECI
KPRS,2015-03-13T08:15:00Z,13.8,1.9,20,6,,10.0,30.050198,,,,CLR,,,,,,,,SPECI
KPPA,2015-03-13T08:15:00Z,4.4,1.1,210,7,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KPNA,2015-03-13T08:15:00Z,-3.0,-4.0,300,3,,10.0,30.431103,,,,CLR,,,,,,,,SPECI
KOOA,2015-03-13T08:15:00Z,4.5,3.7,140,8,,1.25,30.188976,,,BR,OVX,0,,,,,,,SPECI
KOLY,2015-03-13T08:15:00Z,8.0,5.0,90,4,,10.0,30.221457,,,-RA,SCT,4300,SCT,5500,OVC,8000,,,SPECI
KOCQ,2015-03-13T08:15:00Z,2.6,-1.9,180,5,,10.0,30.209646,,,,CLR,,,,,,,,SPECI
KNY0,2015-03-13T08:15:00Z,-8.6,-16.0,0,0,,10.0,30.561024,,,,CLR,,,,,,,,SPECI
KMZZ,2015-03-13T08:15:00Z,1.9,-2.6,100,6,,10.0,30.28937,,,,CLR,,,,,,,,SPECI
KEFT,2015-03-13T08:15:00Z,3.0,1.0,180,7,,10.0,30.221457,,,,CLR,,,,,,,,SPECI
KE11,2015-03-13T08:15:00Z,7.4,0.8,200,4,,10.0,30.100393,,,,CLR,,,,,,,,SPECI
KDTA,2015-03-13T08:15:00Z,5.1,1.0,40,6,,10.0,30.33071,,,,CLR,,,,,,,,SPECI
KDNN,2015-03-13T08:15:00Z,15.0,7.0,140,8,20,10.0,30.31004,,,,OVC,3700,,,,,,,SPECI
KDCY,2015-03-13T08:15:00Z,9.6,2.3,120,3,,10.0,30.209646,,,,OVC,10000,,,,,,,SPECI
KD25,2015-03-13T08:15:00Z,5.2,0.9,180,7,,10.0,30.088583,,,,SCT,11000,,,,,,,SPECI
KCXE,2015-03-13T08:15:00Z,5.2,-1.1,80,3,,10.0,30.528543,,,,BKN,9000,,,,,,,SPECI
KCVB,2015-03-13T08:15:00Z,10.0,9.2,320,5,,10.0,30.029528,,,,CLR,,,,,,,,SPECI
KCMY,2015-03-13T08:15:00Z,6.8,3.4,210,5,,7.0,30.180119,,,,CLR,,,,,,,,SPECI
KCKP,2015-03-13T08:15:00Z,6.3,1.1,220,4,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KCJR,2015-03-13T08:15:00Z,-1.0,-2.0,0,0,,10.0,30.578741,,,,CLR,,,,,,,,SPECI
KCDH,2015-03-13T08:15:00Z,13.0,12.0,0,0,,2.5,29.991142,,,BR,OVC,100,,,,,,,SPECI
KCBK,2015-03-13T08:15:00Z,11.0,2.0,200,11,,10.0,30.15059,,,,CLR,,,,,,,,SPECI
KC75,2015-03-13T08:15:00Z,2.1,0.5,0,0,,7.0,30.239174,,,,CLR,,,,,,,,SPECI
KBQP,2015-03-13T08:15:00Z,18.3,18.0,90,5,,5.0,29.991142,,,BR,SCT,200,OVC,3800,,,,,SPECI
KBQK,2015-03-13T08:15:00Z,16.0,14.0,40,10,14,7.0,30.28937,,,,OVC,800,,,,,,,SPECI
KBPG,2015-03-13T08:15:00Z,8.2,3.6,100,4,,10.0,30.088583,,,,CLR,,,,,,,,SPECI
KBMC,2015-03-13T08:15:00Z,4.6,1.4,0,0,,10.0,30.380905,,,,CLR,,,,,,,,SPECI
KBKD,2015-03-13T08:15:00Z,10.4,7.6,0,0,,10.0,30.041338,,,,CLR,,,,,,,,SPECI
KAZE,2015-03-13T08:15:00Z,15.5,11.1,80,6,,10.0,30.28937,,,,OVC,1900,,,,,,,SPECI
KASJ,2015-03-13T08:15:00Z,-0.1,-2.4,0,0,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KARV,2015-03-13T08:15:00Z,5.3,1.6,190,8,,10.0,30.100393,,,,SCT,9500,,,,,,,SPECI
KAQR,2015-03-13T08:15:00Z,12.0,11.0,20,4,,10.0,30.041338,,,,OVC,900,,,,,,,SPECI
KAQO,2015-03-13T08:15:00Z,8.0,7.0,0,0,,10.0,30.059055,,,,CLR,,,,,,,,SPECI
KAFO,2015-03-13T08:15:00Z,-3.0,-5.0,0,0,,10.0,30.431103,,,,CLR,,,,,,,,SPECI
KADM,2015-03-13T08:15:00Z,11.1,10.3,360,4,,10.0,30.041338,,,,CLR,,,,,,,,SPECI
KACP,2015-03-13T08:15:00Z,17.8,16.7,0,0,,10.0,29.958662,,,,BKN,1000,BKN,1500,OVC,4300,,,SPECI
KACJ,2015-03-13T08:15:00Z,13.0,8.0,80,7,,10.0,30.301182,,,,OVC,2100,,,,,,,SPECI
KA08,2015-03-13T08:15:00Z,19.2,18.0,120,8,15,10.0,30.129921,,,,OVC,1000,,,,,,,METAR
K9V9,2015-03-13T08:15:00Z,8.6,-0.2,320,11,,10.0,30.15059,,,,CLR,,,,,,,,SPECI
K8A0,2015-03-13T08:15:00Z,13.0,13.0,100,8,24,7.0,30.239174,,,-RA,OVC,900,,,,,,,SPECI
K3T5,2015-03-13T08:15:00Z,15.3,14.2,320,3,,7.0,29.97933,,,,SCT,1400,BKN,8500,,,,,SPECI
K3N8,2015-03-13T08:15:00Z,2.5,1.1,270,6,,10.0,29.97933,,,,CLR,,,,,,,,SPECI
K3K3,2015-03-13T08:15:00Z,3.0,0.0,10,4,,10.0,30.159449,,,,CLR,,,,,,,,METAR
K3AU,2015-03-13T08:15:00Z,7.0,1.0,40,4,,10.0,30.129921,,,,CLR,,,,,,,,METAR
K1F0,2015-03-13T08:15:00Z,12.0,10.0,0,0,,10.0,30.041338,,,,CLR,,,,,,,,SPECI
KY51,2015-03-13T08:15:00Z,4.9,3.5,170,9,,5.0,30.180119,,,,CLR,,,,,,,,SPECI
KY49,2015-03-13T08:15:00Z,6.2,4.7,240,4,,7.0,29.958662,,,,CLR,,,,,,,,SPECI
KY23,2015-03-13T08:15:00Z,7.3,3.6,140,6,,10.0,30.079725,,,,CLR,,,,,,,,SPECI
KWWR,2015-03-13T08:15:00Z,6.0,1.0,280,3,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KW99,2015-03-13T08:15:00Z,-1.3,-4.3,0,0,,10.0,30.528543,,,,CLR,,,,,,,,SPECI
KW78,2015-03-13T08:15:00Z,5.8,-1.2,0,0,,10.0,30.540354,,,,OVC,9000,,,,,,,SPECI
KW22,2015-03-13T08:15:00Z,8.0,-6.0,110,4,,10.0,30.380905,,,,CLR,,,,,,,,SPECI
KW13,2015-03-13T08:15:00Z,5.6,-6.8,120,4,,10.0,30.510826,,,,CLR,,,,,,,,SPECI
KVVG,2015-03-13T08:15:00Z,20.0,20.0,0,0,,7.0,30.100393,,,,,,,,,,,,SPECI
KVUJ,2015-03-13T08:15:00Z,10.5,-2.4,90,5,,10.0,30.528543,,,,BKN,7500,OVC,9000,,,,,SPECI
KVJI,2015-03-13T08:15:00Z,8.2,4.4,90,9,,10.0,30.41929,,,RA,BKN,5000,OVC,6500,,,,,SPECI
KVES,2015-03-13T08:15:00Z,3.0,-1.0,0,0,,10.0,30.28937,,,,CLR,,,,,,,,SPECI
KUXL,2015-03-13T08:15:00Z,16.6,16.5,170,12,,7.0,29.958662,,,-RA,OVC,300,,,,,,,SPECI
KUNU,2015-03-13T08:15:00Z,1.5,-1.8,160,7,,10.0,30.250984,,,,CLR,,,,,,,,SPECI
KMYZ,2015-03-13T08:15:00Z,6.0,0.0,0,0,,10.0,30.138779,,,,CLR,,,,,,,,SPECI
KMWK,2015-03-13T08:15:00Z,9.8,-0.4,90,3,,,30.510826,,,,BKN,12000,,,,,,,SPECI
KMTV,2015-03-13T08:15:00Z,4.6,2.0,0,0,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KMPZ,2015-03-13T08:15:00Z,5.5,4.1,130,5,,7.0,30.200787,,,,CLR,,,,,,,,SPECI
KMNE,2015-03-13T08:15:00Z,15.3,14.5,0,0,,4.0,29.958662,,,RA,SCT,600,SCT,1000,BKN,1500,,,SPECI
KMKJ,2015-03-13T08:15:00Z,9.5,-4.1,80,8,,10.0,30.469488,,,,SCT,7500,BKN,11000,,,,,SPECI
KMGC,2015-03-13T08:15:00Z,3.0,-5.0,130,6,,10.0,30.28937,,,,CLR,,,,,,,,SPECI
KMDZ,2015-03-13T08:15:00Z,2.6,1.5,170,8,,5.0,30.121063,,,BR,CLR,,,,,,,,SPECI
KMDD,2015-03-13T08:15:00Z,8.9,3.5,220,4,,10.0,30.088583,,,,CLR,,,,,,,,SPECI
KLWB,2015-03-13T08:15:00Z,5.7,-3.4,0,0,,10.0,30.46063,,,,CLR,,,,,,,,SPECI
KLNP,2015-03-13T08:15:00Z,7.0,2.0,160,7,,10.0,30.380905,,,DZ,BKN,7000,OVC,9000,,,,,SPECI
KLNL,2015-03-13T08:15:00Z,6.0,0.1,190,4,,10.0,30.100393,,,,OVC,9500,,,,,,,SPECI
KLHZ,2015-03-13T08:15:00Z,1.0,-2.0,0,0,,10.0,30.540354,,,,CLR,,,,,,,,SPECI
KL38,2015-03-13T08:15:00Z,19.6,19.6,130,7,,10.0,29.97933,,,-RA,BKN,700,OVC,6500,,,,,SPECI
KL35,2015-03-13T08:15:00Z,7.0,-2.0,50,10,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KJYO,2015-03-13T08:15:00Z,0.0,-3.0,0,0,,10.0,30.590551,,,,CLR,,,,,,,,SPECI
KJES,2015-03-13T08:15:00Z,16.0,14.0,80,9,14,7.0,30.301182,,,,OVC,1500,,,,,,,SPECI
KIZA,2015-03-13T08:15:00Z,11.0,6.0,0,0,,10.0,30.100393,,,,CLR,,,,,,,,SPECI
KIWA,2015-03-13T08:15:00Z,15.0,3.0,0,0,,10.0,29.991142,,,,CLR,,,,,,,,SPECI
KHZR,2015-03-13T08:15:00Z,18.3,18.0,0,0,,3.0,29.97933,,,-RA,OVC,600,,,,,,,SPECI
KHWY,2015-03-13T08:15:00Z,-2.4,-2.4,0,0,,10.0,30.569881,,,,CLR,,,,,,,,SPECI
KHRX,2015-03-13T08:15:00Z,4.4,0.6,0,0,,10.0,30.138779,,,,CLR,,,,,,,,SPECI
KHHG,2015-03-13T08:15:00Z,0.5,-3.5,90,3,,10.0,30.301182,,,,CLR,,,,,,,,SPECI
KHFJ,2015-03-13T08:15:00Z,10.0,10.0,50,3,,5.0,30.088583,,,BR,OVC,400,,,,,,,SPECI
KHDC,2015-03-13T08:15:00Z,19.0,18.0,140,10,14,10.0,30.029528,,,-RA,SCT,500,BKN,9500,OVC,11000,,,SPECI
KGVE,2015-03-13T08:15:00Z,-0.6,-2.1,0,0,,10.0,30.561024,,,,CLR,,,,,,,,SPECI
KGOP,2015-03-13T08:15:00Z,13.0,13.0,0,0,,3.0,30.050198,,,BR,OVC,200,,,,,,,SPECI
KGHG,2015-03-13T08:15:00Z,-3.0,-15.0,310,6,,10.0,30.611221,,,,CLR,,,,,,,,SPECI
KGGP,2015-03-13T08:15:00Z,2.0,-1.0,90,6,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KFXY,2015-03-13T08:15:00Z,7.0,4.0,180,8,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KFWC,2015-03-13T08:15:00Z,9.5,5.5,20,5,,10.0,30.188976,,,RA,SCT,4000,OVC,6000,,,,,SPECI
KFVX,2015-03-13T08:15:00Z,1.1,-1.1,0,0,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KFFA,2015-03-13T08:15:00Z,5.3,1.6,20,5,,10.0,30.510826,,,,CLR,,,,,,,,SPECI
KF17,2015-03-13T08:15:00Z,12.7,12.6,340,4,,2.5,29.940945,,,BR,OVC,300,,,,,,,METAR
KEZF,2015-03-13T08:15:00Z,1.1,-2.1,0,0,,10.0,30.578741,,,,CLR,,,,,,,,SPECI
KEMV,2015-03-13T08:15:00Z,0.0,-1.0,0,0,,10.0,30.561024,,,,CLR,,,,,,,,SPECI
KELA,2015-03-13T08:15:00Z,14.2,13.5,300,3,,10.0,29.97933,,,,OVC,1800,,,,,,,METAR
KADF,2015-03-13T08:15:00Z,14.0,14.0,30,5,,7.0,30.008858,,,,OVC,600,,,,,,,SPECI
KLCG,2015-03-13T08:15:00Z,5.3,-1.0,210,5,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KLAM,2015-03-13T08:15:00Z,9.0,-7.1,340,13,19,10.0,30.209646,,,,SCT,6000,BKN,7000,OVC,8000,,,SPECI
KJOT,2015-03-13T08:15:00Z,4.0,0.1,120,3,,10.0,30.268702,,,,CLR,,,,,,,,SPECI
KJGG,2015-03-13T08:15:00Z,2.0,-1.0,0,0,,10.0,30.578741,,,,CLR,,,,,,,,SPECI
KIYA,2015-03-13T08:15:00Z,17.0,16.8,190,4,,10.0,29.991142,,,,BKN,700,BKN,1300,OVC,3200,,,SPECI
KISO,2015-03-13T08:15:00Z,6.1,-0.6,50,5,,10.0,30.519686,,,,CLR,,,,,,,,SPECI
KIOB,2015-03-13T08:15:00Z,11.0,0.0,150,6,,10.0,30.301182,,,,OVC,5000,,,,,,,SPECI
KINJ,2015-03-13T08:15:00Z,13.6,11.9,310,4,,7.0,30.008858,,,,OVC,1200,,,,,,,SPECI
KINF,2015-03-13T08:15:00Z,21.0,19.0,50,3,,10.0,30.188976,,,,BKN,6000,BKN,9000,,,,,SPECI
KIKV,2015-03-13T08:15:00Z,7.0,6.0,150,4,,6.0,30.171259,,,BR,CLR,,,,,,,,SPECI
KIKK,2015-03-13T08:15:00Z,2.0,0.0,100,3,,10.0,30.280512,,,,CLR,,,,,,,,SPECI
KIJX,2015-03-13T08:15:00Z,8.2,5.6,120,5,,10.0,30.200787,,,,OVC,10000,,,,,,,SPECI
KIIB,2015-03-13T08:15:00Z,2.0,2.0,140,9,,1.75,30.188976,,,BR,OVX,0,,,,,,,SPECI
KIDP,2015-03-13T08:15:00Z,13.0,9.0,70,5,,10.0,30.109253,,,,BKN,2000,OVC,2800,,,,,SPECI
KI75,2015-03-13T08:15:00Z,8.0,5.7,140,5,,10.0,30.171259,,,,CLR,,,,,,,,SPECI
KHSP,2015-03-13T08:15:00Z,3.5,-8.5,150,7,,10.0,30.43996,,,,CLR,,,,,,,,SPECI
KHQU,2015-03-13T08:15:00Z,15.9,3.9,60,4,,10.0,30.41929,,,,OVC,3700,,,,,,,SPECI
KHNR,2015-03-13T08:15:00Z,5.0,3.0,200,4,,10.0,30.180119,,,,CLR,,,,,,,,SPECI
KHII,2015-03-13T08:15:00Z,22.0,1.0,50,6,,10.0,30.050198,,,,CLR,,,,,,,,SPECI
KHHW,2015-03-13T08:15:00Z,13.2,12.2,0,0,,10.0,30.008858,,,,OVC,1000,,,,,,,SPECI
KHDE,2015-03-13T08:15:00Z,8.1,-0.2,230,5,,10.0,30.15059,,,,CLR,,,,,,,,SPECI
KGVT,2015-03-13T08:15:00Z,13.0,12.0,360,4,,5.0,30.0,,,BR,OVC,400,,,,,,,SPECI
KGUR,2015-03-13T08:15:00Z,8.1,2.3,270,6,,10.0,30.33071,,,,CLR,,,,,,,,SPECI
KGNT,2015-03-13T08:15:00Z,2.8,-3.3,0,0,,10.0,30.230314,,,,SCT,12000,,,,,,,SPECI
KGLE,2015-03-13T08:15:00Z,11.5,10.7,330,6,,10.0,30.050198,,,,BKN,4800,BKN,7500,,,,,SPECI
KGCD,2015-03-13T08:15:00Z,5.0,0.9,120,7,,10.0,30.389763,,,,CLR,,,,,,,,SPECI
KGBG,2015-03-13T08:15:00Z,6.1,2.1,80,4,,10.0,30.221457,,,,CLR,,,,,,,,SPECI
KFWS,2015-03-13T08:15:00Z,13.6,12.3,0,0,,7.0,30.041338,,,,OVC,1500,,,,,,,SPECI
KFSW,2015-03-13T08:15:00Z,7.0,5.0,80,4,,7.0,30.221457,,,,CLR,,,,,,,,SPECI
KFQD,2015-03-13T08:15:00Z,12.5,-1.1,70,4,,10.0,30.469488,,,,OVC,7000,,,,,,,SPECI
KFOA,2015-03-13T08:15:00Z,9.3,4.1,0,0,,10.0,30.221457,,,-RA,SCT,3800,BKN,5000,OVC,7000,,,SPECI
KFKN,2015-03-13T08:15:00Z,-1.2,-2.8,0,0,,10.0,30.569881,,,,CLR,,,,,,,,SPECI
KFIN,2015-03-13T08:15:00Z,18.5,18.0,90,3,,4.0,30.200787,,,BR,CLR,,,,,,,,SPECI
KFFL,2015-03-13T08:15:00Z,3.0,2.0,110,4,,0.25,30.200787,,,FG,BKN,17000,OVC,20000,,,,,SPECI
KFET,2015-03-13T08:15:00Z,10.6,0.5,170,5,,10.0,30.138779,,,,CLR,,,,,,,,SPECI
KF70,2015-03-13T08:15:00Z,13.0,4.0,0,0,,10.0,30.070866,,,,CLR,,,,,,,,SPECI
KEXX,2015-03-13T08:15:00Z,10.3,-0.8,70,3,,10.0,30.490158,,,,OVC,7500,,,,,,,SPECI
KTTF,2015-03-13T08:15:00Z,-1.0,-6.0,120,0,,10.0,30.360237,,,,CLR,,,,,,,,SPECI
KT65,2015-03-13T08:15:00Z,14.1,12.4,190,6,,5.0,30.0,,,BR,CLR,,,,,,,,SPECI
KSOA,2015-03-13T08:15:00Z,4.0,2.0,360,3,,10.0,30.100393,,,,CLR,,,,,,,,SPECI
KSNK,2015-03-13T08:15:00Z,7.6,3.6,10,3,,10.0,30.079725,,,,CLR,,,,,,,,SPECI
KSME,2015-03-13T08:15:00Z,12.0,4.0,0,0,,10.0,30.280512,,,,OVC,7000,,,,,,,SPECI
KSLB,2015-03-13T08:15:00Z,7.0,2.0,200,9,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KSHL,2015-03-13T08:15:00Z,8.0,2.0,200,10,,10.0,30.088583,,,,CLR,,,,,,,,SPECI
KSHD,2015-03-13T08:15:00Z,0.1,-2.3,0,0,,10.0,30.540354,,,,CLR,,,,,,,,SPECI
KSDA,2015-03-13T08:15:00Z,7.0,3.0,150,9,,10.0,30.159449,,,,CLR,,,,,,,,SPECI
KSCR,2015-03-13T08:15:00Z,7.3,-4.0,100,4,,10.0,30.510826,,,,SCT,8500,,,,,,,SPECI
KS25,2015-03-13T08:15:00Z,5.0,1.0,270,11,15,10.0,30.121063,,,,CLR,,,,,,,,SPECI
KRUQ,2015-03-13T08:15:00Z,10.8,-1.0,80,4,,10.0,30.481298,,,,SCT,8500,OVC,9000,,,,,SPECI
KRRL,2015-03-13T08:15:00Z,5.6,2.7,190,6,,10.0,30.138779,,,,BKN,11000,,,,,,,SPECI
KRPH,2015-03-13T08:15:00Z,8.5,7.9,60,3,,10.0,30.029528,,,,CLR,,,,,,,,SPECI
KRNC,2015-03-13T08:15:00Z,15.0,11.0,0,4,,8.0,30.239174,,,,FEW,4800,OVC,6500,,,,,METAR
KRMN,2015-03-13T08:15:00Z,-1.3,-4.7,0,0,,10.0,30.628937,,,,CLR,,,,,,,,SPECI
KRFI,2015-03-13T08:15:00Z,12.5,12.5,360,4,,1.75,29.958662,,,,OVC,200,,,,,,,SPECI
KRDK,2015-03-13T08:15:00Z,6.0,2.0,230,3,,10.0,30.159449,,,,CLR,,,,,,,,SPECI
KRCM,2015-03-13T08:15:00Z,11.0,7.0,130,4,,10.0,30.159449,,,,CLR,,,,,,,,SPECI
KPXE,2015-03-13T08:15:00Z,16.1,5.8,90,10,19,10.0,30.31004,,,,OVC,2500,,,,,,,SPECI
KPVW,2015-03-13T08:15:00Z,4.3,1.0,360,4,,10.0,30.109253,,,,SCT,9000,,,,,,,SPECI
KPVB,2015-03-13T08:15:00Z,2.6,1.2,90,5,,7.0,30.209646,,,,CLR,,,,,,,,SPECI
KPTB,2015-03-13T08:15:00Z,-0.1,-0.6,0,0,,10.0,30.578741,,,,CLR,,,,,,,,SPECI
KPRG,2015-03-13T08:15:00Z,6.7,1.5,90,3,,10.0,30.239174,,,,SCT,9500,BKN,12000,,,,,SPECI
KPOY,2015-03-13T08:15:00Z,5.0,-4.0,330,7,,10.0,30.369095,,,,CLR,,,,,,,,SPECI
KPNT,2015-03-13T08:15:00Z,2.5,1.3,110,5,,10.0,30.259842,,,,CLR,,,,,,,,SPECI
KETC,2015-03-13T08:15:00Z,2.0,0.8,0,0,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KEOK,2015-03-13T08:15:00Z,7.0,6.0,70,4,,7.0,30.200787,,,,CLR,,,,,,,,SPECI
KENL,2015-03-13T08:15:00Z,8.4,5.7,60,4,,7.0,30.188976,,,RA,BKN,2900,BKN,4100,OVC,6500,,,SPECI
KEHY,2015-03-13T08:15:00Z,1.0,-1.0,0,0,,10.0,30.360237,,,,CLR,,,,,,,,SPECI
KEFK,2015-03-13T08:15:00Z,-11.7,-19.6,0,0,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KEBS,2015-03-13T08:15:00Z,5.0,5.0,170,7,,9.0,30.129921,,,,CLR,,,,,,,,SPECI
KE38,2015-03-13T08:15:00Z,4.5,1.1,250,6,,10.0,30.159449,,,,CLR,,,,,,,,SPECI
KDWX,2015-03-13T08:15:00Z,0.8,-0.4,0,0,,10.0,30.398623,,,,CLR,,,,,,,,SPECI
KDKB,2015-03-13T08:15:00Z,2.6,-0.6,150,10,,10.0,30.259842,,,,CLR,,,,,,,,SPECI
KDEH,2015-03-13T08:15:00Z,5.0,5.0,170,8,,4.0,30.159449,,,BR,CLR,,,,,,,,SPECI
KDBN,2015-03-13T08:15:00Z,15.0,1.0,80,6,,10.0,30.339567,,,-RA,OVC,2500,,,,,,,SPECI
KCTZ,2015-03-13T08:15:00Z,8.1,-1.9,60,6,,10.0,30.490158,,,,CLR,,,,,,,,SPECI
KCTJ,2015-03-13T08:15:00Z,13.0,13.0,100,8,,4.0,30.33071,,,BR,OVC,500,,,,,,,SPECI
KCSQ,2015-03-13T08:15:00Z,9.0,6.0,170,7,,10.0,30.159449,,,,CLR,,,,,,,,SPECI
KCQF,2015-03-13T08:15:00Z,20.0,19.0,120,7,,7.0,30.088583,,,,OVC,600,,,,,,,SPECI
KCQB,2015-03-13T08:15:00Z,10.0,10.0,20,4,,10.0,30.079725,,,,CLR,,,,,,,,SPECI
KCPT,2015-03-13T08:15:00Z,13.0,13.0,0,0,,4.0,30.041338,,,BR,OVC,1200,,,,,,,SPECI
KCPC,2015-03-13T08:15:00Z,9.0,-2.3,40,8,,10.0,30.469488,,,,OVC,10000,,,,,,,SPECI
KCOM,2015-03-13T08:15:00Z,8.3,6.3,300,6,,10.0,30.050198,,,,CLR,,,,,,,,SPECI
KCNC,2015-03-13T08:15:00Z,8.0,6.0,160,6,,6.0,30.171259,,,BR,BKN,3900,OVC,18000,,,,,SPECI
KCIN,2015-03-13T08:15:00Z,7.0,4.0,210,10,,10.0,30.138779,,,,FEW,4600,,,,,,,SPECI
KCHK,2015-03-13T08:15:00Z,6.0,5.0,0,0,,10.0,30.079725,,,,CLR,,,,,,,,SPECI
KCFD,2015-03-13T08:15:00Z,13.1,12.3,320,6,,10.0,29.970472,,,,SCT,800,OVC,3400,,,,,SPECI
KCBF,2015-03-13T08:15:00Z,8.0,2.0,170,7,,10.0,30.15059,,,,CLR,,,,,,,,SPECI
KCAV,2015-03-13T08:15:00Z,6.0,6.0,180,12,,5.0,30.138779,,,BR,CLR,,,,,,,,SPECI
KC35,2015-03-13T08:15:00Z,4.9,1.1,170,4,,10.0,30.200787,,,,CLR,,,,,,,,SPECI
KC29,2015-03-13T08:15:00Z,4.2,0.1,160,7,,10.0,30.239174,,,,CLR,,,,,,,,SPECI
KC09,2015-03-13T08:15:00Z,2.5,0.0,90,4,,10.0,30.259842,,,,CLR,,,,,,,,SPECI
KBXK,2015-03-13T08:15:00Z,17.0,4.0,340,8,,10.0,29.97933,,,,CLR,,,,,,,,SPECI
KBWD,2015-03-13T08:15:00Z,6.0,6.0,0,0,,10.0,30.041338,,,,CLR,,,,,,,,SPECI
KBVN,2015-03-13T08:15:00Z,5.8,-1.1,0,0,,10.0,30.129921,,,,CLR,,,,,,,,SPECI
KBNW,2015-03-13T08:15:00Z,6.0,5.0,180,6,,10.0,30.138779,,,,CLR,,,,,,,,SPECI
KBMT,2015-03-13T08:15:00Z,14.1,14.1,0,0,,0.5,29.940945,,,-RA,OVC,200,,,,,,,SPECI
KBKT,2015-03-13T08:15:00Z,2.5,-2.3,60,3,,10.0,30.549213,,,,CLR,,,,,,,,SPECI
KBIJ,2015-03-13T08:15:00Z,17.0,16.0,80,9,14,7.0,30.230314,,,,OVC,700,,,,,,,SPECI
KBIE,2015-03-13T08:15:00Z,6.4,0.1,0,0,,10.0,30.15059,,,,CLR,,,,,,,,SPECI
KBEA,2015-03-13T08:15:00Z,12.5,12.5,50,5,,7.0,30.0,,,,CLR,,,,,,,,SPECI
KBDG,2015-03-13T08:15:00Z,5.3,-0.1,320,7,,10.0,30.28937,,,,CLR,,,,,,,,SPECI
KAXH,2015-03-13T08:15:00Z,14.1,14.1,260,4,,2.0,29.970472,,,DZ,OVC,400,,,,,,,SPECI
K7L2,2015-03-13T08:15:00Z,0.0,0.0,240,4,,10.0,30.109253,,,,CLR,,,,,,,,SPECI
KPMV,2015-03-13T08:15:00Z,8.8,0.0,160,9,,10.0,30.15059,,,,CLR,,,,,,,,SPECI
KPLU,2015-03-13T08:15:00Z,5.0,5.0,0,0,,10.0,30.301182,,,,CLR,,,,,,,,SPECI
KPGV,2015-03-13T08:15:00Z,5.0,0.0,0,0,,10.0,30.528543,,,,CLR,,,,,,,,SPECI
KPEA,2015-03-13T08:15:00Z,7.5,7.2,140,6,,5.0,30.188976,,,BR,CLR,,,,,,,,SPECI
KPBX,2015-03-13T08:15:00Z,12.6,0.0,150,6,,10.0,30.31004,,,,OVC,10000,,,,,,,SPECI
KOZS,2015-03-13T08:15:00Z,10.0,10.0,30,4,,5.0,30.138779,,,BR,OVC,2000,,,,,,,SPECI
KOZA,2015-03-13T08:15:00Z,4.0,1.0,0,0,,10.0,30.088583,,,,CLR,,,,,,,,SPECI
KOXV,2015-03-13T08:15:00Z,8.0,6.0,160,7,,7.0,30.159449,,,,BKN,19000,OVC,22000,,,,,SPECI
KOUN,2015-03-13T08:15:00Z,8.0,8.0,0,0,,10.0,30.088583,,,,BKN,11000,,,,,,,SPECI
KOSA,2015-03-13T08:15:00Z,13.0,13.0,350,5,,1.0,30.0,,,,OVC,500,,,,,,,SPECI
KORC,2015-03-13T08:15:00Z,8.0,1.0,210,9,,10.0,30.109253,,,,CLR,,,,,,,,SPECI
KOPL,2015-03-13T08:15:00Z,17.7,17.2,190,5,,10.0,29.970472,,,DZ,SCT,500,BKN,3300,OVC,5000,,,SPECI
KONL,2015-03-13T08:15:00Z,8.0,-1.3,310,7,,10.0,30.138779,,,,CLR,,,,,,,,SPECI
KOMH,2015-03-13T08:15:00Z,1.0,0.0,0,0,,10.0,30.578741,,,,CLR,,,,,,,,SPECI
KOLZ,2015-03-13T08:15:00Z,3.0,3.0,150,10,,2.0,30.188976,,,BR,CLR,,,,,,,,SPECI
KOLG,2015-03-13T08:15:00Z,8.0,3.0,170,5,,10.0,30.02067,,,,CLR,,,,,,,,SPECI
KOKM,2015-03-13T08:15:00Z,12.3,10.6,40,4,,10.0,30.059055,,,,OVC,1200,,,,,,,SPECI
KOGA,2015-03-13T08:15:00Z,9.5,-0.7,30,5,,10.0,30.221457,,,,CLR,,,,,,,,SPECI
