station_id,observation_time,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,corrected,maintenance_indicator_on,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,metar_type
KSXT,2015-03-13T07:56:00Z,10.6,3.3,120,8,,10.0,30.239174,,,,CLR,,,,,,,,METAR
KABH,2015-03-13T07:56:00Z,,,20,18,,10.0,30.268702,,TRUE,,CLR,,,,,,,,METAR
KGNA,2015-03-13T07:56:00Z,1.7,-1.7,50,3,,,30.070866,,,,,,,,,,,,METAR
KP60,2015-03-13T07:56:00Z,-7.2,-8.9,0,0,,,30.46063,,,,,,,,,,,,METAR
KNBC,2015-03-13T07:56:00Z,14.4,7.8,60,12,17,10.0,30.360237,,,,OVC,2300,,,,,,,METAR
KNCA,2015-03-13T07:56:00Z,7.2,-1.1,30,11,,10.0,30.490158,,,,CLR,,,,,,,,METAR
K8D3,2015-03-13T07:56:00Z,7.8,2.8,310,5,,,30.041338,,,,,,,,,,,,METAR
KP28,2015-03-13T07:56:00Z,5.6,1.7,70,3,,,30.121063,,,,,,,,,,,,METAR
KWMC,2015-03-13T07:56:00Z,0.0,-2.8,140,6,,10.0,30.389763,,,,CLR,,,,,,,,METAR
KSRC,2015-03-13T07:56:00Z,14.4,14.4,40,4,,3.0,30.059055,,,-RA BR,,,,,,,,,METAR
KQWM,2015-03-13T07:55:00Z,25.0,8.0,140,11,,6.21,30.02067,,,,SCT,10000,BKN,20000,,,,,METAR
KQSA,2015-03-13T07:55:00Z,15.0,-2.1,0,2,,6.21,30.138779,,TRUE,,SCT,12000,BKN,17000,BKN,25000,,,METAR
KQL5,2015-03-13T07:55:00Z,24.5,-2.0,0,4,,6.21,30.059055,,,,BKN,16000,,,,,,,METAR
KQTH,2015-03-13T07:55:00Z,27.6,-4.5,0,2,,6.21,30.088583,,TRUE,,CLR,,,,,,,,METAR
KQTC,2015-03-13T07:55:00Z,,,120,7,,1.75,,,TRUE,HZ,CLR,,,,,,,,METAR
KQGV,2015-03-13T07:55:00Z,23.0,12.0,120,11,16,6.21,30.008858,,,,FEW,15000,,,,,,,METAR
KQTZ,2015-03-13T07:55:00Z,19.0,6.0,0,6,,4.97,30.059055,,,DU,CLR,,,,,,,,METAR
KBBG,2015-03-13T07:55:00Z,11.0,11.0,0,0,,0.5,30.109253,,,FG,OVC,200,,,,,,,METAR
K9D7,2015-03-13T07:55:00Z,0.0,0.0,300,8,,0.5,30.070866,,,FZFG,OVC,200,,,,,,,METAR
K9L2,2015-03-13T07:55:00Z,11.1,-2.2,0,0,,10.0,30.15059,,TRUE,,CLR,,,,,,,,METAR
KQXT,2015-03-13T07:55:00Z,8.0,7.0,10,5,,6.21,30.171259,,,-RA,FEW,800,BKN,1000,BKN,2000,OVC,3000,METAR
KFHU,2015-03-13T07:55:00Z,11.0,-2.0,170,7,,10.0,30.079725,,,,SCT,10000,,,,,,,METAR
KQSF,2015-03-13T07:55:00Z,15.4,-6.8,0,3,,6.21,30.221457,,TRUE,,CLR,,,,,,,,METAR
KQQY,2015-03-13T07:55:00Z,25.3,20.1,0,0,,6.21,29.84941,,TRUE,,FEW,10000,BKN,12000,,,,,METAR
KQFQ,2015-03-13T07:55:00Z,9.9,-13.0,0,5,,10.0,30.041338,,TRUE,,CLR,,,,,,,,METAR
KQFA,2015-03-13T07:55:00Z,9.7,-13.8,0,6,,6.21,30.041338,,TRUE,,,,,,,,,,METAR
KQCL,2015-03-13T07:55:00Z,20.2,-0.6,360,4,,6.21,30.109253,,,,FEW,21000,,,,,,,METAR
KQAY,2015-03-13T07:55:00Z,25.4,8.3,100,7,,6.21,30.02067,,TRUE,,CLR,,,,,,,,METAR
KQAJ,2015-03-13T07:55:00Z,26.4,5.6,140,11,17,6.21,30.02067,,,,FEW,10000,BKN,15000,,,,,METAR
KFWB,2015-03-13T07:55:00Z,11.0,-44.0,70,4,,0.25,30.100393,,,HZ,OVC,200,,,,,,,METAR
KLLJ,2015-03-13T07:55:00Z,2.2,-4.4,0,0,,10.0,30.431103,,,,CLR,,,,,,,,METAR
KFCI,2015-03-13T07:55:00Z,1.0,-7.0,0,0,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KNKX,2015-03-13T07:55:00Z,13.9,5.6,300,4,,10.0,30.02067,,,,CLR,,,,,,,,METAR
KVBG,2015-03-13T07:55:00Z,12.8,8.3,100,5,,10.0,30.100393,,TRUE,,CLR,,,,,,,,METAR
KBYS,2015-03-13T07:55:00Z,18.6,-0.6,20,8,,10.0,30.15059,,TRUE,,CLR,,,,,,,,METAR
KCMA,2015-03-13T07:55:00Z,13.3,7.2,60,4,,10.0,30.041338,,,,CLR,,,,,,,,METAR
KCAO,2015-03-13T07:55:00Z,3.3,-1.1,260,3,,10.0,30.15059,,,,CLR,,,,,,,,METAR
KAST,2015-03-13T07:55:00Z,10.0,8.9,70,3,,10.0,30.250984,,,,CLR,,,,,,,,METAR
KANJ,2015-03-13T07:55:00Z,-1.7,-7.2,100,12,17,10.0,30.31004,,,,BKN,8000,OVC,10000,,,,,METAR
KAAT,2015-03-13T07:55:00Z,2.8,-0.6,0,0,,9.0,30.339567,,TRUE,,CLR,,,,,,,,METAR
KMWN,2015-03-13T07:55:00Z,-22.0,-26.0,340,55,67,30.0,,,,,FEW,20000,,,,,,,METAR
KQVF,2015-03-13T07:55:00Z,29.8,21.3,0,4,,10.0,30.02067,,,,BKN,5000,,,,,,,METAR
KQSN,2015-03-13T07:55:00Z,13.5,-5.2,0,2,,6.21,30.15059,,,,SCT,9500,BKN,12000,BKN,14000,,,METAR
KQLP,2015-03-13T07:55:00Z,24.4,7.9,0,4,,,30.295275,,TRUE,,,,,,,,,,METAR
KQHN,2015-03-13T07:55:00Z,10.0,8.0,270,12,15,6.21,30.088583,,,,BKN,1500,OVC,2000,,,,,METAR
KQFG,2015-03-13T07:55:00Z,22.9,0.2,0,3,,6.21,30.100393,,,,FEW,15000,,,,,,,METAR
KQBF,2015-03-13T07:55:00Z,28.3,-4.9,0,6,,1.75,30.041338,,,HZ,CLR,,,,,,,,METAR
KVPS,2015-03-13T07:55:00Z,21.1,19.8,90,6,,10.0,30.129921,,TRUE,,BKN,900,OVC,9000,,,,,METAR
KQTI,2015-03-13T07:55:00Z,19.0,8.0,310,6,,4.97,30.050198,,,HZ,FEW,10000,SCT,20000,,,,,SPECI
KVQQ,2015-03-13T07:55:00Z,19.0,19.0,50,6,,5.0,30.230314,,,BR,OVC,500,,,,,,,SPECI
KDYA,2015-03-13T07:55:00Z,19.5,,100,5,,10.0,30.121063,,,,SCT,1200,SCT,2000,,,,,SPECI
KO22,2015-03-13T07:55:00Z,9.0,9.0,0,0,,10.0,30.188976,,,,CLR,,,,,,,,SPECI
KFYG,2015-03-13T07:55:00Z,11.0,9.0,0,0,,3.0,30.180119,,,-RA,FEW,3600,OVC,4600,,,,,SPECI
KD60,2015-03-13T07:55:00Z,-2.0,-2.0,0,0,,7.0,30.15059,,,,CLR,,,,,,,,SPECI
KGXA,2015-03-13T07:55:00Z,10.7,-2.3,130,5,,10.0,30.171259,,TRUE,,CLR,,,,,,,,METAR
KUGN,2015-03-13T07:55:00Z,1.1,-1.1,120,3,,10.0,30.268702,,,,CLR,,,,,,,,METAR
KSCK,2015-03-13T07:55:00Z,12.2,9.4,110,4,,10.0,30.15059,,,,CLR,,,,,,,,METAR
KRNO,2015-03-13T07:55:00Z,7.8,-0.6,0,0,,10.0,30.360237,,TRUE,,FEW,25000,,,,,,,METAR
KPHP,2015-03-13T07:55:00Z,3.9,-2.8,260,8,,10.0,30.200787,,,,CLR,,,,,,,,METAR
KMKG,2015-03-13T07:55:00Z,0.0,-8.3,80,4,,10.0,30.318897,,,,CLR,,,,,,,,METAR
KLIC,2015-03-13T07:55:00Z,5.6,-1.1,340,12,,10.0,30.268702,,,,CLR,,,,,,,,METAR
KINL,2015-03-13T07:55:00Z,1.7,-3.3,80,6,,10.0,29.958662,,,,SCT,12000,,,,,,,METAR
KHON,2015-03-13T07:55:00Z,2.2,-0.6,320,6,,10.0,30.100393,,,,CLR,,,,,,,,METAR
KGPI,2015-03-13T07:55:00Z,-0.6,-2.8,0,0,,10.0,30.398623,,TRUE,,CLR,,,,,,,,METAR
KEAT,2015-03-13T07:55:00Z,8.3,2.2,260,6,,10.0,30.369095,,,,CLR,,,,,,,,METAR
KDLH,2015-03-13T07:55:00Z,1.1,-2.8,120,7,,10.0,30.008858,,,,FEW,12000,,,,,,,METAR
KCNK,2015-03-13T07:55:00Z,7.8,0.0,0,0,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KRSP,2015-03-13T07:54:00Z,2.2,-14.4,,,,10.0,,,TRUE,,CLR,,,,,,,,METAR
KDMH,2015-03-13T07:54:00Z,3.9,-12.2,,,,,30.590551,,,,,,,,,,,,METAR
KMTP,2015-03-13T07:54:00Z,0.0,-11.7,360,5,,,30.611221,,,,,,,,,,,,METAR
KDYL,2015-03-13T07:54:00Z,-3.3,-13.3,0,0,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KDEC,2015-03-13T07:54:00Z,6.1,2.8,90,5,,10.0,30.239174,,,,FEW,4000,FEW,6500,OVC,9500,,,METAR
KEWN,2015-03-13T07:54:00Z,6.1,0.0,50,7,,10.0,30.519686,,,,CLR,,,,,,,,METAR
KEVV,2015-03-13T07:54:00Z,13.3,2.2,80,5,,10.0,30.200787,,,,BKN,4600,OVC,7500,,,,,METAR
KCRW,2015-03-13T07:54:00Z,12.2,-2.8,120,6,,10.0,30.33071,,TRUE,,FEW,8000,,,,,,,METAR
KCOU,2015-03-13T07:54:00Z,11.1,10.0,90,4,,4.0,30.180119,,,-RA BR,OVC,8500,,,,,,,METAR
KCOS,2015-03-13T07:54:00Z,6.7,-0.6,310,9,,10.0,30.31004,,,,SCT,10000,BKN,21000,,,,,METAR
KRKS,2015-03-13T07:54:00Z,2.8,-1.1,40,3,,10.0,30.380905,,,,CLR,,,,,,,,METAR
KACY,2015-03-13T07:54:00Z,-1.1,-15.0,20,6,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KGCK,2015-03-13T07:54:00Z,4.4,0.6,150,6,,,30.15059,,TRUE,,CLR,,,,,,,,METAR
KFWA,2015-03-13T07:54:00Z,0.0,-2.8,60,6,,10.0,30.33071,,,,OVC,21000,,,,,,,METAR
KWLD,2015-03-13T07:54:00Z,11.7,6.1,50,4,,10.0,30.129921,,,,CLR,,,,,,,,METAR
KVTA,2015-03-13T07:54:00Z,3.3,-4.4,40,5,,10.0,30.339567,,,,CLR,,,,,,,,METAR
KVAY,2015-03-13T07:54:00Z,-0.6,-13.9,0,0,,10.0,30.59941,,,,CLR,,,,,,,,METAR
KMKC,2015-03-13T07:54:00Z,13.9,4.4,0,0,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KMIV,2015-03-13T07:54:00Z,1.1,-16.7,40,7,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KMGJ,2015-03-13T07:54:00Z,-5.6,-12.2,0,0,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KLEX,2015-03-13T07:54:00Z,12.2,-1.1,130,8,,10.0,30.268702,,,,BKN,4900,BKN,10000,,,,,METAR
KLAF,2015-03-13T07:54:00Z,3.3,-1.1,60,5,,10.0,30.268702,,,,CLR,,,,,,,,METAR
KIPT,2015-03-13T07:54:00Z,-4.4,-7.8,0,0,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KINT,2015-03-13T07:54:00Z,9.4,-1.7,0,0,,10.0,30.510826,,,,BKN,8000,,,,,,,METAR
KIND,2015-03-13T07:54:00Z,7.2,-2.2,90,6,,10.0,30.250984,,,,FEW,11000,OVC,14000,,,,,METAR
KILN,2015-03-13T07:54:00Z,3.9,-2.2,110,5,,10.0,30.28937,,,,CLR,,,,,,,,METAR
KUZA,2015-03-13T07:54:00Z,13.3,-1.1,0,4,,10.0,30.46063,,,,OVC,6500,,,,,,,METAR
KUIN,2015-03-13T07:54:00Z,9.4,6.1,0,0,,7.0,30.209646,,,,BKN,9000,OVC,11000,,,,,METAR
KTAD,2015-03-13T07:54:00Z,6.1,-2.8,300,16,,10.0,30.250984,,,,SCT,12000,,,,,,,METAR
KSUS,2015-03-13T07:54:00Z,10.6,8.9,20,3,,4.0,30.200787,,,RA BR,SCT,3600,OVC,4800,,,,,METAR
KSJN,2015-03-13T07:54:00Z,6.7,3.3,140,7,,10.0,30.200787,,,,BKN,9500,BKN,12000,,,,,METAR
KSET,2015-03-13T07:54:00Z,10.6,6.7,100,5,,7.0,30.209646,,,RA,FEW,4100,BKN,6500,OVC,9000,,,METAR
KSBN,2015-03-13T07:54:00Z,2.2,-3.3,110,7,,10.0,30.318897,,,,CLR,,,,,,,,METAR
KRFD,2015-03-13T07:54:00Z,3.3,-0.6,150,4,,10.0,30.280512,,,,FEW,18000,OVC,24000,,,,,METAR
KHWD,2015-03-13T07:54:00Z,14.4,10.0,0,0,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KGSO,2015-03-13T07:54:00Z,8.9,-1.7,90,3,,10.0,30.490158,,,,BKN,18000,,,,,,,METAR
KGED,2015-03-13T07:54:00Z,1.1,-10.6,50,5,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KWAL,2015-03-13T07:54:00Z,3.9,-7.8,80,12,,10.0,30.569881,,,,CLR,,,,,,,,METAR
KVSF,2015-03-13T07:54:00Z,-8.9,-15.6,0,0,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KSYR,2015-03-13T07:54:00Z,-6.7,-12.2,120,4,,10.0,30.578741,,,,BKN,14000,,,,,,,METAR
KSBY,2015-03-13T07:54:00Z,2.2,-8.3,40,3,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KRST,2015-03-13T07:54:00Z,6.7,5.0,180,15,,4.0,30.121063,,,BR,CLR,,,,,,,,METAR
KROC,2015-03-13T07:54:00Z,-3.9,-11.1,190,3,,10.0,30.549213,,,,OVC,10000,,,,,,,METAR
KROA,2015-03-13T07:54:00Z,6.7,-4.4,0,0,,10.0,30.540354,,,,OVC,25000,,,,,,,METAR
KRIC,2015-03-13T07:54:00Z,3.3,-2.2,0,0,,10.0,30.569881,,,,BKN,20000,,,,,,,METAR
KPSF,2015-03-13T07:54:00Z,-8.3,-13.3,250,5,,10.0,30.528543,,,,CLR,,,,,,,,METAR
KPLN,2015-03-13T07:54:00Z,0.0,-4.4,30,3,,10.0,30.301182,,,,OVC,8500,,,,,,,METAR
KPHF,2015-03-13T07:54:00Z,2.2,-1.7,0,0,,10.0,30.561024,,,,CLR,,,,,,,,METAR
KORH,2015-03-13T07:54:00Z,-6.7,-17.2,290,4,,10.0,30.549213,,,,CLR,,,,,,,,METAR
KOLM,2015-03-13T07:54:00Z,8.3,6.7,0,0,,10.0,30.31004,,,,CLR,,,,,,,,METAR
KOFP,2015-03-13T07:54:00Z,0.0,-3.3,0,0,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KMVL,2015-03-13T07:54:00Z,-12.8,-17.8,0,0,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KMFI,2015-03-13T07:54:00Z,5.6,2.2,190,10,,6.0,30.15059,,,HZ,CLR,,,,,,,,METAR
KMEM,2015-03-13T07:54:00Z,17.8,16.1,120,4,,5.0,30.079725,,,BR,BKN,1000,BKN,4300,OVC,5500,,,METAR
KLYH,2015-03-13T07:54:00Z,5.0,-3.9,150,5,,10.0,30.549213,,,,FEW,8500,,,,,,,METAR
KLWT,2015-03-13T07:54:00Z,0.6,-3.9,160,5,,10.0,30.351377,,,,CLR,,,,,,,,METAR
KLWM,2015-03-13T07:54:00Z,-6.1,-16.1,290,6,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KLNK,2015-03-13T07:54:00Z,6.1,0.0,0,0,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KLBT,2015-03-13T07:54:00Z,9.4,-3.9,70,10,,10.0,30.490158,,,,BKN,9500,,,,,,,METAR
KJST,2015-03-13T07:54:00Z,2.2,-13.9,140,4,,10.0,30.448818,,,,CLR,,,,,,,,METAR
KJAN,2015-03-13T07:54:00Z,19.4,18.3,150,6,,10.0,30.050198,,,,FEW,2400,BKN,4400,,,,,METAR
KIZG,2015-03-13T07:54:00Z,-15.0,-18.3,220,4,,10.0,30.528543,,,,CLR,,,,,,,,METAR
KISW,2015-03-13T07:54:00Z,6.1,1.1,190,8,,10.0,30.188976,,TRUE,,CLR,,,,,,,,METAR
KFZY,2015-03-13T07:54:00Z,-8.3,-12.8,110,3,,10.0,30.578741,,,,CLR,,,,,,,,METAR
KFIG,2015-03-13T07:54:00Z,-3.9,-9.4,20,8,,10.0,30.499016,,,,CLR,,,,,,,,METAR
KEUG,2015-03-13T07:54:00Z,10.0,7.8,50,7,,10.0,30.230314,,,,CLR,,,,,,,,METAR
KECG,2015-03-13T07:54:00Z,4.4,-1.7,50,7,,10.0,30.540354,,,,CLR,,,,,,,,METAR
KDSV,2015-03-13T07:54:00Z,-5.0,-10.6,140,6,,10.0,30.549213,,,,CLR,,,,,,,,METAR
KDSM,2015-03-13T07:54:00Z,8.9,5.0,170,7,,8.0,30.171259,,TRUE,,FEW,17000,SCT,22000,,,,,METAR
KDDH,2015-03-13T07:54:00Z,-10.0,-15.6,0,0,,10.0,30.569881,,,,CLR,,,,,,,,METAR
KCAR,2015-03-13T07:54:00Z,-15.6,-21.7,320,8,,10.0,30.380905,,,,CLR,,,,,,,,METAR
KBWI,2015-03-13T07:54:00Z,2.8,-8.3,60,7,,10.0,30.578741,,,,SCT,24000,,,,,,,METAR
KBUY,2015-03-13T07:54:00Z,7.2,-2.2,70,5,,10.0,30.510826,,,,CLR,,,,,,,,METAR
KBUF,2015-03-13T07:54:00Z,-3.3,-12.8,120,5,,10.0,30.510826,,,,CLR,,,,,,,,METAR
KBTV,2015-03-13T07:54:00Z,-8.3,-13.9,0,0,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KBOS,2015-03-13T07:54:00Z,-4.4,-15.6,300,9,,10.0,30.59941,,,,CLR,,,,,,,,METAR
KAUW,2015-03-13T07:54:00Z,4.4,1.1,160,7,,10.0,30.15059,,,,CLR,,,,,,,,METAR
KAKR,2015-03-13T07:54:00Z,5.0,-10.0,0,5,,10.0,30.380905,,TRUE,,CLR,,,,,,,,METAR
KAKQ,2015-03-13T07:54:00Z,0.0,-2.2,0,0,,10.0,30.561024,,,,CLR,,,,,,,,METAR
KBFL,2015-03-13T07:54:00Z,15.0,8.9,80,5,,10.0,30.180119,,,,CLR,,,,,,,,METAR
KAVP,2015-03-13T07:54:00Z,-2.8,-13.3,100,3,,10.0,30.561024,,,,CLR,,,,,,,,METAR
KAVL,2015-03-13T07:54:00Z,11.7,-3.3,140,6,,10.0,30.448818,,,,OVC,5000,,,,,,,METAR
KAPC,2015-03-13T07:54:00Z,9.4,7.8,0,0,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KALO,2015-03-13T07:54:00Z,5.6,5.0,160,8,,3.0,30.180119,,,BR,CLR,,,,,,,,METAR
KAKH,2015-03-13T07:54:00Z,13.3,-1.7,70,4,,10.0,30.469488,,,,OVC,6500,,,,,,,METAR
K12N,2015-03-13T07:54:00Z,-6.1,-8.9,0,0,,,30.590551,,,,,,,,,,,,METAR
KCEU,2015-03-13T07:54:00Z,15.6,-1.7,80,8,,10.0,30.431103,,,,OVC,5000,,,,,,,METAR
KRBL,2015-03-13T07:54:00Z,13.3,7.8,330,7,,10.0,30.159449,,,,CLR,,,,,,,,METAR
KPTW,2015-03-13T07:54:00Z,-2.8,-12.2,0,0,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KPNE,2015-03-13T07:54:00Z,0.6,-17.2,50,6,,10.0,30.611221,,TRUE,,CLR,,,,,,,,METAR
KPIA,2015-03-13T07:54:00Z,8.3,1.1,80,6,,10.0,30.239174,,,,CLR,,,,,,,,METAR
KPHL,2015-03-13T07:54:00Z,1.1,-16.7,80,7,,10.0,30.611221,,,,FEW,25000,,,,,,,METAR
KOLS,2015-03-13T07:54:00Z,12.8,2.2,40,6,,10.0,30.050198,,,,FEW,11000,,,,,,,METAR
KMRY,2015-03-13T07:54:00Z,11.7,9.4,0,0,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KTQE,2015-03-13T07:54:00Z,3.3,-1.1,170,6,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KRDG,2015-03-13T07:54:00Z,0.0,-17.8,340,3,,10.0,30.590551,,TRUE,,CLR,,,,,,,,METAR
KIMT,2015-03-13T07:54:00Z,2.8,-2.2,150,7,,10.0,30.159449,,,,BKN,9500,,,,,,,METAR
KNFG,2015-03-13T07:54:00Z,10.0,7.2,0,3,,8.0,30.02067,,TRUE,,CLR,,,,,,,,METAR
KAPN,2015-03-13T07:54:00Z,0.6,-8.9,180,9,,10.0,30.339567,,,,CLR,,,,,,,,METAR
KAAO,2015-03-13T07:54:00Z,6.7,1.1,60,5,,10.0,30.129921,,,,CLR,,,,,,,,METAR
KNAK,2015-03-13T07:54:00Z,2.8,-7.8,60,4,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KBKB,2015-03-13T07:54:00Z,19.4,17.2,0,3,,10.0,29.920275,,TRUE,,BKN,900,OVC,4100,,,,,METAR
KNKT,2015-03-13T07:54:00Z,8.9,0.6,60,11,,10.0,30.499016,,TRUE,,CLR,,,,,,,,METAR
KMQE,2015-03-13T07:54:00Z,-6.7,-16.7,310,10,17,,30.540354,,,,,,,,,,,,SPECI
K1V4,2015-03-13T07:54:00Z,-12.8,-16.7,,,,,30.549213,,,,,,,,,,,,SPECI
KRYT,2015-03-13T07:53:00Z,-0.6,-7.8,0,0,,10.0,30.540354,,TRUE,,CLR,,,,,,,,METAR
KGVL,2015-03-13T07:53:00Z,13.3,3.3,90,13,,10.0,30.398623,,,,OVC,3800,,,,,,,SPECI
KMWT,2015-03-13T07:53:00Z,12.2,11.1,0,0,,0.25,30.008858,,,FG,OVX,0,,,,,,,METAR
KCQC,2015-03-13T07:53:00Z,7.2,-3.3,50,8,,10.0,30.159449,,,,OVC,10000,,,,,,,METAR
K6R6,2015-03-13T07:53:00Z,12.8,3.9,10,5,,,30.050198,,TRUE,,,,,,,,,,METAR
KP68,2015-03-13T07:53:00Z,-1.1,-4.4,0,0,,,30.410433,,,,,,,,,,,,METAR
KCTY,2015-03-13T07:53:00Z,20.6,18.9,80,6,,,30.200787,,,,,,,,,,,,METAR
KNIP,2015-03-13T07:53:00Z,21.1,18.3,40,6,,10.0,30.239174,,,,OVC,700,,,,,,,METAR
KOQT,2015-03-13T07:53:00Z,13.3,11.7,260,3,,8.0,30.33071,,,-RA,BKN,5000,OVC,6000,,,,,METAR
KNQX,2015-03-13T07:53:00Z,23.9,18.3,110,18,24,10.0,30.100393,,TRUE,,CLR,,,,,,,,METAR
KLOR,2015-03-13T07:53:00Z,18.3,16.7,0,5,,8.0,30.180119,,,,OVC,600,,,,,,,METAR
KNUI,2015-03-13T07:53:00Z,0.0,-5.0,40,5,,10.0,30.569881,,,,CLR,,,,,,,,METAR
KTCS,2015-03-13T07:53:00Z,11.7,1.7,330,7,,10.0,30.109253,,,,CLR,,,,,,,,METAR
KVGT,2015-03-13T07:53:00Z,18.9,-1.1,10,9,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KVEL,2015-03-13T07:53:00Z,4.4,-1.1,290,6,,10.0,30.318897,,,,CLR,,,,,,,,METAR
KVCB,2015-03-13T07:53:00Z,15.0,6.1,240,5,,10.0,30.138779,,,,CLR,,,,,,,,METAR
KUUU,2015-03-13T07:53:00Z,-3.9,-13.9,340,7,,10.0,30.590551,,,,CLR,,,,,,,,METAR
KUTS,2015-03-13T07:53:00Z,12.8,12.8,330,5,,4.0,29.949802,,,BR,OVC,200,,,,,,,METAR
KUNO,2015-03-13T07:53:00Z,11.1,10.0,50,6,,3.0,30.121063,,,BR,OVC,400,,,,,,,METAR
KRSW,2015-03-13T07:53:00Z,22.2,19.4,100,7,,10.0,30.138779,,,,OVC,8000,,,,,,,METAR
KRSL,2015-03-13T07:53:00Z,5.6,1.1,200,4,,10.0,30.129921,,,,CLR,,,,,,,,METAR
KHKY,2015-03-13T07:53:00Z,11.7,-1.7,80,5,,10.0,30.481298,,,,OVC,7000,,,,,,,SPECI
KGSP,2015-03-13T07:53:00Z,13.9,-1.1,80,7,,10.0,30.431103,,,,OVC,6000,,,,,,,SPECI
KGMU,2015-03-13T07:53:00Z,13.9,-1.7,70,10,,10.0,30.448818,,,,OVC,5500,,,,,,,SPECI
KEQY,2015-03-13T07:53:00Z,12.2,-1.1,70,5,,10.0,30.46063,,,,OVC,7000,,,,,,,SPECI
KEET,2015-03-13T07:53:00Z,16.7,15.0,100,8,,10.0,30.200787,,,,OVC,800,,,,,,,SPECI
KDNL,2015-03-13T07:53:00Z,15.6,0.0,80,10,,10.0,30.389763,,,,OVC,3600,,,,,,,SPECI
KCSV,2015-03-13T07:53:00Z,12.2,9.4,150,6,,10.0,30.28937,,,,OVC,7500,,,,,,,SPECI
KAGS,2015-03-13T07:53:00Z,14.4,0.0,80,12,,10.0,30.380905,,,,OVC,3800,,,,,,,SPECI
KRQE,2015-03-13T07:53:00Z,6.1,0.0,10,6,,10.0,30.230314,,,,OVC,9500,,,,,,,METAR
KPUC,2015-03-13T07:53:00Z,5.0,0.0,350,9,,10.0,30.31004,,,,CLR,,,,,,,,SPECI
KODX,2015-03-13T07:53:00Z,6.1,-2.2,280,3,,10.0,30.109253,,,,CLR,,,,,,,,METAR
KMTO,2015-03-13T07:53:00Z,8.9,1.1,100,4,,10.0,30.221457,,,-RA,OVC,9000,,,,,,,SPECI
KMSS,2015-03-13T07:53:00Z,-11.7,-13.9,0,0,,10.0,30.628937,,,,CLR,,,,,,,,SPECI
KMLT,2015-03-13T07:53:00Z,-11.7,-20.0,300,11,,10.0,30.448818,,,,CLR,,,,,,,,SPECI
KMIC,2015-03-13T07:53:00Z,12.8,5.0,190,12,18,10.0,30.02067,,,,CLR,,,,,,,,SPECI
KLXT,2015-03-13T07:53:00Z,11.7,5.6,50,3,,10.0,30.171259,,,,CLR,,,,,,,,METAR
KLND,2015-03-13T07:53:00Z,3.3,-2.2,0,0,,10.0,30.360237,,,,OVC,7500,,,,,,,METAR
KLBF,2015-03-13T07:53:00Z,7.2,-2.2,0,0,,10.0,30.171259,,TRUE,,CLR,,,,,,,,METAR
KGRI,2015-03-13T07:53:00Z,9.4,0.0,210,8,,10.0,30.15059,,,,CLR,,,,,,,,METAR
KGFL,2015-03-13T07:53:00Z,-8.9,-13.9,0,0,,10.0,30.611221,,,,CLR,,,,,,,,METAR
KBIL,2015-03-13T07:53:00Z,6.1,-3.3,90,3,,10.0,30.351377,,,,CLR,,,,,,,,METAR
KBAF,2015-03-13T07:53:00Z,-4.4,-16.7,50,3,,10.0,30.59941,,,,CLR,,,,,,,,METAR
KSWO,2015-03-13T07:53:00Z,8.3,5.6,340,3,,10.0,30.100393,,,,OVC,12000,,,,,,,METAR
KRVS,2015-03-13T07:53:00Z,13.9,10.0,50,5,,10.0,30.088583,,TRUE,,SCT,1900,OVC,3000,,,,,METAR
KMCN,2015-03-13T07:53:00Z,,,80,12,16,10.0,30.31004,,TRUE,,OVC,2800,,,,,,,METAR
KMGM,2015-03-13T07:53:00Z,19.4,17.8,80,10,,10.0,30.180119,,,,BKN,900,OVC,1600,,,,,METAR
KVLD,2015-03-13T07:53:00Z,15.6,15.0,90,6,,8.0,30.259842,,,,OVC,1100,,,,,,,METAR
